Entity,Code,Year,Patent applications per million people
Panama,PAN,1986,4.8954926
Panama,PAN,1987,1.3059177
Panama,PAN,1988,3.8333335
Panama,PAN,1989,2.5015259
Panama,PAN,1990,6.122534
Panama,PAN,1991,7.593779
Panama,PAN,1992,7.0467005
Panama,PAN,1993,7.6701765
Panama,PAN,1994,4.133174
Panama,PAN,1995,5.890862
Panama,PAN,1996,11.184847
Panama,PAN,2000,2.3319824
Panama,PAN,2011,5.693095
Panama,PAN,2013,2.355061
Panama,PAN,2014,3.342938
Panama,PAN,2015,3.5379426
Panama,PAN,2016,16.888796
Panama,PAN,2017,8.056501
Panama,PAN,2018,32.410957
Panama,PAN,2019,8.033006
Panama,PAN,2020,5.1229615
Papua New Guinea,PNG,2008,0.14009528
Papua New Guinea,PNG,2015,0.115178555
Paraguay,PRY,1983,1.4955378
Paraguay,PRY,1984,2.908755
Paraguay,PRY,1985,1.9799151
Paraguay,PRY,1989,1.5184929
Paraguay,PRY,1990,3.9416654
Paraguay,PRY,1992,4.6761127
Paraguay,PRY,1993,6.839624
Paraguay,PRY,2000,2.146837
Paraguay,PRY,2001,2.3025823
Paraguay,PRY,2002,2.080766
Paraguay,PRY,2003,2.2416248
Paraguay,PRY,2004,3.3232853
Paraguay,PRY,2005,4.382056
Paraguay,PRY,2006,3.794256
Paraguay,PRY,2007,6.6187873
Paraguay,PRY,2008,2.3028598
Paraguay,PRY,2009,2.6303887
Paraguay,PRY,2010,3.1203315
Paraguay,PRY,2018,5.2767687
Paraguay,PRY,2019,0.6125547
Paraguay,PRY,2020,2.115219
Peru,PER,1980,4.6877484
Peru,PER,1981,2.7882574
Peru,PER,1982,3.0477233
Peru,PER,1983,4.0898914
Peru,PER,1985,2.0763054
Peru,PER,1986,2.3752444
Peru,PER,1987,2.0801725
Peru,PER,1988,2.5066445
Peru,PER,1990,2.216282
Peru,PER,1991,1.3727138
Peru,PER,1992,0.9111716
Peru,PER,1993,1.445954
Peru,PER,1994,1.2091768
Peru,PER,1996,2.087741
Peru,PER,1997,1.8923427
Peru,PER,1999,1.8284155
Peru,PER,2000,1.5006881
Peru,PER,2001,1.3325974
Peru,PER,2002,1.0609299
Peru,PER,2003,1.1584405
Peru,PER,2004,1.3623043
Peru,PER,2005,0.9592408
Peru,PER,2006,1.3741549
Peru,PER,2007,0.97900796
Peru,PER,2008,1.0761578
Peru,PER,2009,1.2754519
Peru,PER,2010,1.334265
Peru,PER,2011,1.3230331
Peru,PER,2012,1.815151
Peru,PER,2013,2.4301894
Peru,PER,2014,2.7344048
Peru,PER,2015,2.1815674
Peru,PER,2016,2.3126752
Peru,PER,2017,3.1640074
Peru,PER,2018,2.7636366
Peru,PER,2019,4.1736655
Peru,PER,2020,3.7532163
Philippines,PHL,1980,2.4576852
Philippines,PHL,1981,1.8317478
Philippines,PHL,1982,2.6306217
Philippines,PHL,1983,1.2064414
Philippines,PHL,1984,1.9060091
Philippines,PHL,1985,1.6602005
Philippines,PHL,1986,1.3366638
Philippines,PHL,1987,1.3236917
Philippines,PHL,1988,1.4636823
Philippines,PHL,1989,1.180827
Philippines,PHL,1990,2.3879569
Philippines,PHL,1991,2.331862
Philippines,PHL,1992,2.060625
Philippines,PHL,1993,2.6935692
Philippines,PHL,1994,2.6755245
Philippines,PHL,1995,2.4404166
Philippines,PHL,1996,2.2975554
Philippines,PHL,1997,1.7189496
Philippines,PHL,1998,2.1881566
Philippines,PHL,1999,1.8885478
Philippines,PHL,2000,1.975417
Philippines,PHL,2001,1.6954242
Philippines,PHL,2002,1.8330436
Philippines,PHL,2003,1.699966
Philippines,PHL,2004,1.8674467
Philippines,PHL,2005,2.4344652
Philippines,PHL,2006,2.536921
Philippines,PHL,2007,2.5122437
Philippines,PHL,2008,2.3670628
Philippines,PHL,2009,1.8505179
Philippines,PHL,2010,1.7963432
Philippines,PHL,2011,1.9307041
Philippines,PHL,2012,1.6525162
Philippines,PHL,2013,2.2066174
Philippines,PHL,2014,3.2963169
Philippines,PHL,2015,3.6396685
Philippines,PHL,2016,3.1179895
Philippines,PHL,2017,3.0260873
Philippines,PHL,2018,4.872485
Philippines,PHL,2019,4.5388327
Philippines,PHL,2020,4.242765
Poland,POL,1980,174.4862
Poland,POL,1981,121.893036
Poland,POL,1982,123.851006
Poland,POL,1983,129.76193
Poland,POL,1984,138.02806
Poland,POL,1985,137.81912
Poland,POL,1986,146.54028
Poland,POL,1987,150.89865
Poland,POL,1988,166.08447
Poland,POL,1989,139.53972
Poland,POL,1990,107.87024
Poland,POL,1991,88.79308
Poland,POL,1992,75.57719
Poland,POL,1993,69.39062
Poland,POL,1994,69.732056
Poland,POL,1995,67.57464
Poland,POL,1996,62.784157
Poland,POL,1997,62.48027
Poland,POL,1998,62.71497
Poland,POL,1999,59.575096
Poland,POL,2000,62.434372
Poland,POL,2001,56.953884
Poland,POL,2002,59.848667
Poland,POL,2003,58.723713
Poland,POL,2004,61.690266
Poland,POL,2005,52.571667
Poland,POL,2006,55.9574
Poland,POL,2007,62.0946
Poland,POL,2008,64.58499
Poland,POL,2009,75.19073
Poland,POL,2010,82.98496
Poland,POL,2011,100.43798
Poland,POL,2012,114.17218
Poland,POL,2013,109.74593
Poland,POL,2014,102.14639
Poland,POL,2015,121.28711
Poland,POL,2016,110.5831
Poland,POL,2017,101.83527
Poland,POL,2018,109.21184
Poland,POL,2019,100.97782
Poland,POL,2020,104.35
Portugal,PRT,1980,9.401905
Portugal,PRT,1981,9.130799
Portugal,PRT,1982,9.288776
Portugal,PRT,1983,9.151406
Portugal,PRT,1984,9.624237
Portugal,PRT,1985,8.502644
Portugal,PRT,1986,7.691517
Portugal,PRT,1987,6.0876975
Portugal,PRT,1988,5.3874426
Portugal,PRT,1989,8.5825615
Portugal,PRT,1990,10.092585
Portugal,PRT,1991,10.213873
Portugal,PRT,1992,6.914697
Portugal,PRT,1993,8.806954
Portugal,PRT,1994,10.281389
Portugal,PRT,1995,8.0587
Portugal,PRT,1996,8.525273
Portugal,PRT,1997,7.008506
Portugal,PRT,1998,9.430794
Portugal,PRT,1999,7.915279
Portugal,PRT,2000,7.863595
Portugal,PRT,2001,10.31642
Portugal,PRT,2002,12.462955
Portugal,PRT,2003,11.93506
Portugal,PRT,2004,11.712586
Portugal,PRT,2005,15.014281
Portugal,PRT,2006,17.450771
Portugal,PRT,2007,23.661814
Portugal,PRT,2008,36.008064
Portugal,PRT,2009,53.911964
Portugal,PRT,2010,47.12704
Portugal,PRT,2011,54.047302
Portugal,PRT,2012,59.018723
Portugal,PRT,2013,61.827866
Portugal,PRT,2014,69.36719
Portugal,PRT,2015,89.23889
Portugal,PRT,2016,70.06847
Portugal,PRT,2017,62.478607
Portugal,PRT,2018,64.23817
Portugal,PRT,2019,68.31928
Portugal,PRT,2020,67.48762
Qatar,QAT,2012,1.5742495
Qatar,QAT,2013,4.4214983
Qatar,QAT,2014,2.2578757
Qatar,QAT,2016,6.1652875
Qatar,QAT,2017,7.0065093
Qatar,QAT,2019,13.892639
Qatar,QAT,2020,29.34368
Romania,ROU,1980,116.11181
Romania,ROU,1981,111.56843
Romania,ROU,1982,121.98255
Romania,ROU,1983,138.72672
Romania,ROU,1984,153.39389
Romania,ROU,1985,186.50087
Romania,ROU,1986,194.5339
Romania,ROU,1987,212.81189
Romania,ROU,1988,247.14896
Romania,ROU,1989,257.50348
Romania,ROU,1990,120.51024
Romania,ROU,1991,88.21281
Romania,ROU,1992,63.900806
Romania,ROU,1993,62.23136
Romania,ROU,1994,72.152
Romania,ROU,1995,80.37052
Romania,ROU,1996,81.6759
Romania,ROU,1997,76.62787
Romania,ROU,1998,58.615852
Romania,ROU,1999,48.14192
Romania,ROU,2000,45.757545
Romania,ROU,2001,51.748844
Romania,ROU,2002,68.25677
Romania,ROU,2003,41.012375
Romania,ROU,2004,44.012737
Romania,ROU,2005,43.428246
Romania,ROU,2006,38.929848
Romania,ROU,2007,39.866516
Romania,ROU,2008,48.306797
Romania,ROU,2009,51.49925
Romania,ROU,2010,67.96094
Romania,ROU,2011,70.424324
Romania,ROU,2012,50.752064
Romania,ROU,2013,49.485336
Romania,ROU,2014,47.609913
Romania,ROU,2015,48.980015
Romania,ROU,2016,50.763165
Romania,ROU,2017,55.73929
Romania,ROU,2018,56.103046
Romania,ROU,2019,45.12346
Romania,ROU,2020,42.02234
Russia,RUS,1992,265.54944
Russia,RUS,1993,191.42728
Russia,RUS,1994,142.7812
Russia,RUS,1995,118.142845
Russia,RUS,1996,121.52456
Russia,RUS,1997,102.108986
Russia,RUS,1998,111.422066
Russia,RUS,1999,135.06508
Russia,RUS,2000,159.19524
Russia,RUS,2001,169.43216
Russia,RUS,2002,162.86816
Russia,RUS,2003,172.26329
Russia,RUS,2004,159.227
Russia,RUS,2005,164.42276
Russia,RUS,2006,194.53229
Russia,RUS,2007,192.1845
Russia,RUS,2008,193.673
Russia,RUS,2009,178.80237
Russia,RUS,2010,200.51299
Russia,RUS,2011,184.8086
Russia,RUS,2012,199.82683
Russia,RUS,2013,199.8168
Russia,RUS,2014,166.83638
Russia,RUS,2015,202.31787
Russia,RUS,2016,184.6541
Russia,RUS,2017,156.59402
Russia,RUS,2018,171.13359
Russia,RUS,2019,160.1251
Russia,RUS,2020,163.16052
Rwanda,RWA,1988,0.14380264
Rwanda,RWA,2012,3.6899242
Rwanda,RWA,2014,0.4398137
Rwanda,RWA,2015,0.42944396
Rwanda,RWA,2016,0.2514479
Rwanda,RWA,2017,0.32705542
Rwanda,RWA,2018,0.4787816
Saint Lucia,LCA,2016,28.340012
Saint Lucia,LCA,2017,16.932411
Saint Lucia,LCA,2018,11.24265
Samoa,WSM,1981,12.033622
Samoa,WSM,2014,4.956163
Samoa,WSM,2015,4.911929
Samoa,WSM,2018,4.7683764
Samoa,WSM,2019,9.437746
San Marino,SMR,2013,330.2609
San Marino,SMR,2014,119.70672
San Marino,SMR,2015,208.37674
San Marino,SMR,2016,354.40048
San Marino,SMR,2017,410.78607
San Marino,SMR,2018,409.60825
San Marino,SMR,2019,321.60922
San Marino,SMR,2020,264.41037
Saudi Arabia,SAU,1989,0.78159446
Saudi Arabia,SAU,1990,0.9997021
Saudi Arabia,SAU,1991,1.6212046
Saudi Arabia,SAU,1992,1.2151827
Saudi Arabia,SAU,1993,1.1767032
Saudi Arabia,SAU,1994,1.7966491
Saudi Arabia,SAU,1995,1.482355
Saudi Arabia,SAU,1996,1.3910156
Saudi Arabia,SAU,1997,2.858808
Saudi Arabia,SAU,1998,2.1980624
Saudi Arabia,SAU,1999,3.4269943
Saudi Arabia,SAU,2000,3.527108
Saudi Arabia,SAU,2001,2.0827737
Saudi Arabia,SAU,2002,2.696322
Saudi Arabia,SAU,2003,2.4189177
Saudi Arabia,SAU,2004,3.4232385
Saudi Arabia,SAU,2005,4.8775187
Saudi Arabia,SAU,2006,4.688201
Saudi Arabia,SAU,2007,4.8484726
Saudi Arabia,SAU,2010,9.7919445
Saudi Arabia,SAU,2011,11.508758
Saudi Arabia,SAU,2013,15.595965
Saudi Arabia,SAU,2014,20.29536
Saudi Arabia,SAU,2015,21.832169
Saudi Arabia,SAU,2016,32.02033
Saudi Arabia,SAU,2017,26.584295
Saudi Arabia,SAU,2018,30.784052
Saudi Arabia,SAU,2019,33.15901
Saudi Arabia,SAU,2020,35.94733
Serbia,SRB,2004,60.152103
Serbia,SRB,2005,47.503853
Serbia,SRB,2006,55.42162
Serbia,SRB,2007,50.913998
Serbia,SRB,2008,49.981865
Serbia,SRB,2009,41.49304
Serbia,SRB,2010,37.889927
Serbia,SRB,2011,23.61918
Serbia,SRB,2012,25.291922
Serbia,SRB,2013,26.56385
Serbia,SRB,2014,26.776371
Serbia,SRB,2015,23.671783
Serbia,SRB,2016,25.62293
Serbia,SRB,2017,22.90726
Serbia,SRB,2018,21.926802
Serbia,SRB,2019,22.699463
Serbia,SRB,2020,18.755072
Seychelles,SYC,2020,28.423895
Singapore,SGP,1980,0.83307856
Singapore,SGP,1981,1.6315011
Singapore,SGP,1983,1.9494888
Singapore,SGP,1984,1.5241724
Singapore,SGP,1985,1.4892105
Singapore,SGP,1995,40.91563
Singapore,SGP,1996,61.33785
Singapore,SGP,1997,76.58253
Singapore,SGP,1998,80.43874
Singapore,SGP,1999,94.29003
Singapore,SGP,2000,127.2942
Singapore,SGP,2001,127.14308
Singapore,SGP,2002,149.3967
Singapore,SGP,2003,148.116
Singapore,SGP,2004,150.10278
Singapore,SGP,2005,130.96582
Singapore,SGP,2006,139.52718
Singapore,SGP,2007,149.25174
Singapore,SGP,2008,163.89702
Singapore,SGP,2009,149.67947
Singapore,SGP,2010,173.3292
Singapore,SGP,2011,199.94884
Singapore,SGP,2012,200.89192
Singapore,SGP,2013,208.65039
Singapore,SGP,2014,233.91057
Singapore,SGP,2015,259.99908
Singapore,SGP,2016,280.29025
Singapore,SGP,2017,279.12274
Singapore,SGP,2018,270.87253
Singapore,SGP,2019,294.38797
Singapore,SGP,2020,300.85245
Slovakia,SVK,1993,52.988964
Slovakia,SVK,1994,46.452263
Slovakia,SVK,1995,50.280384
Slovakia,SVK,1996,36.39222
Slovakia,SVK,1997,41.745647
Slovakia,SVK,1998,39.656784
Slovakia,SVK,1999,39.63073
Slovakia,SVK,2000,43.893093
Slovakia,SVK,2001,45.75504
Slovakia,SVK,2002,48.1842
Slovakia,SVK,2003,39.07427
Slovakia,SVK,2004,40.000507
Slovakia,SVK,2005,28.8305
Slovakia,SVK,2006,35.892025
Slovakia,SVK,2007,44.437164
Slovakia,SVK,2008,31.031427
Slovakia,SVK,2009,32.65952
Slovakia,SVK,2010,43.362015
Slovakia,SVK,2011,41.460857
Slovakia,SVK,2012,31.05772
Slovakia,SVK,2013,33.981293
Slovakia,SVK,2014,38.932964
Slovakia,SVK,2015,42.031918
Slovakia,SVK,2016,40.506664
Slovakia,SVK,2017,33.643307
Slovakia,SVK,2018,39.8403
Slovakia,SVK,2019,37.770916
Slovakia,SVK,2020,37.751884
Slovenia,SVN,1991,10.55383
Slovenia,SVN,1992,94.4086
Slovenia,SVN,1993,139.07822
Slovenia,SVN,1994,143.61366
Slovenia,SVN,1995,157.70059
Slovenia,SVN,1996,144.67484
Slovenia,SVN,1997,133.67969
Slovenia,SVN,1998,144.8483
Slovenia,SVN,1999,131.40254
Slovenia,SVN,2000,154.71147
Slovenia,SVN,2001,151.82935
Slovenia,SVN,2002,151.22728
Slovenia,SVN,2003,155.82486
Slovenia,SVN,2004,171.27995
Slovenia,SVN,2005,171.5899
Slovenia,SVN,2006,142.53242
Slovenia,SVN,2007,163.5998
Slovenia,SVN,2008,147.98158
Slovenia,SVN,2009,182.34454
Slovenia,SVN,2010,214.84532
Slovenia,SVN,2011,227.55255
Slovenia,SVN,2018,121.086586
Somalia,SOM,1984,0.15700997
South Africa,ZAF,1980,104.94324
South Africa,ZAF,1981,110.4769
South Africa,ZAF,1982,97.25225
South Africa,ZAF,1983,133.06062
South Africa,ZAF,1984,118.22436
South Africa,ZAF,1985,120.01909
South Africa,ZAF,1986,135.6162
South Africa,ZAF,1987,136.27054
South Africa,ZAF,1988,129.13889
South Africa,ZAF,1989,132.76894
South Africa,ZAF,1990,27.408894
South Africa,ZAF,1991,25.005522
South Africa,ZAF,1992,21.263983
South Africa,ZAF,1993,21.257862
South Africa,ZAF,1994,21.609514
South Africa,ZAF,1995,20.07453
South Africa,ZAF,1996,16.94968
South Africa,ZAF,1997,7.8392315
South Africa,ZAF,1998,4.3618436
South Africa,ZAF,1999,2.9764035
South Africa,ZAF,2000,19.11851
South Africa,ZAF,2001,20.453226
South Africa,ZAF,2002,20.624607
South Africa,ZAF,2003,19.166788
South Africa,ZAF,2004,19.688581
South Africa,ZAF,2005,20.462223
South Africa,ZAF,2006,17.49786
South Africa,ZAF,2007,18.30143
South Africa,ZAF,2008,17.007538
South Africa,ZAF,2009,16.063856
South Africa,ZAF,2010,15.854033
South Africa,ZAF,2011,12.508742
South Africa,ZAF,2012,11.440392
South Africa,ZAF,2013,11.842533
South Africa,ZAF,2014,14.653873
South Africa,ZAF,2015,15.910087
South Africa,ZAF,2016,12.477343
South Africa,ZAF,2017,12.852833
South Africa,ZAF,2018,11.458043
South Africa,ZAF,2019,9.76121
South Africa,ZAF,2020,9.217385
South Korea,KOR,1980,32.51202
South Korea,KOR,1981,34.05461
South Korea,KOR,1982,39.48895
South Korea,KOR,1983,39.92136
South Korea,KOR,1984,49.109344
South Korea,KOR,1985,65.53051
South Korea,KOR,1986,87.0632
South Korea,KOR,1987,114.86783
South Korea,KOR,1988,132.50069
South Korea,KOR,1989,161.12923
South Korea,KOR,1990,205.8475
South Korea,KOR,1991,297.90448
South Korea,KOR,1992,356.81604
South Korea,KOR,1993,477.3567
South Korea,KOR,1994,632.2042
South Korea,KOR,1995,1304.7708
South Korea,KOR,1996,1498.133
South Korea,KOR,1997,1465.5243
South Korea,KOR,1998,1093.9614
South Korea,KOR,1999,1203.1268
South Korea,KOR,2000,1556.5975
South Korea,KOR,2001,1566.2241
South Korea,KOR,2002,1618.1091
South Korea,KOR,2003,1899.7369
South Korea,KOR,2004,2205.2373
South Korea,KOR,2005,2551.453
South Korea,KOR,2006,2611.3987
South Korea,KOR,2007,2669.0046
South Korea,KOR,2008,2626.3965
South Korea,KOR,2009,2620.3164
South Korea,KOR,2010,2700.201
South Korea,KOR,2011,2807.2876
South Korea,KOR,2012,2984.5557
South Korea,KOR,2013,3193.2866
South Korea,KOR,2014,3245.2402
South Korea,KOR,2015,3280.2625
South Korea,KOR,2016,3185.0332
South Korea,KOR,2017,3088.3118
South Korea,KOR,2018,3145.719
South Korea,KOR,2019,3312.5542
South Korea,KOR,2020,3481.109
Spain,ESP,1980,50.03779
Spain,ESP,1981,45.49951
Spain,ESP,1982,43.33615
Spain,ESP,1983,39.245724
Spain,ESP,1984,46.543266
Spain,ESP,1985,55.858917
Spain,ESP,1986,42.73038
Spain,ESP,1987,44.450726
Spain,ESP,1988,46.82618
Spain,ESP,1989,53.72314
Spain,ESP,1990,57.03282
Spain,ESP,1991,55.286213
Spain,ESP,1992,52.956146
Spain,ESP,1993,54.92061
Spain,ESP,1994,53.90709
Spain,ESP,1995,51.41334
Spain,ESP,1996,56.855007
Spain,ESP,1997,55.674397
Spain,ESP,1998,56.265297
Spain,ESP,1999,60.15949
Spain,ESP,2000,66.51669
Spain,ESP,2001,61.709034
Spain,ESP,2002,66.61419
Spain,ESP,2003,66.61099
Spain,ESP,2004,66.83012
Spain,ESP,2005,69.58851
Spain,ESP,2006,70.03157
Spain,ESP,2007,72.20562
Spain,ESP,2008,79.01399
Spain,ESP,2009,77.55386
Spain,ESP,2010,76.56834
Spain,ESP,2011,73.40159
Spain,ESP,2012,69.851875
Spain,ESP,2013,64.9308
Spain,ESP,2014,63.55383
Spain,ESP,2015,60.282555
Spain,ESP,2016,59.066147
Spain,ESP,2017,46.51795
Spain,ESP,2018,32.59101
Spain,ESP,2019,27.32787
Spain,ESP,2020,30.212942
Sri Lanka,LKA,1980,0.7360989
Sri Lanka,LKA,1981,0.3947649
Sri Lanka,LKA,1982,0.7772648
Sri Lanka,LKA,1983,1.0218127
Sri Lanka,LKA,1984,1.0080279
Sri Lanka,LKA,1985,1.7399584
Sri Lanka,LKA,1986,1.5933328
Sri Lanka,LKA,1987,2.4777691
Sri Lanka,LKA,1988,1.5500423
Sri Lanka,LKA,1989,1.6479717
Sri Lanka,LKA,1990,1.3368908
Sri Lanka,LKA,1991,1.8947445
Sri Lanka,LKA,1992,2.0426157
Sri Lanka,LKA,1993,2.748854
Sri Lanka,LKA,1994,1.9986957
Sri Lanka,LKA,1995,4.180977
Sri Lanka,LKA,1996,2.7288847
Sri Lanka,LKA,1997,4.3904533
Sri Lanka,LKA,1998,2.9093564
Sri Lanka,LKA,1999,6.3737226
Sri Lanka,LKA,2000,3.7813478
Sri Lanka,LKA,2001,6.3424015
Sri Lanka,LKA,2002,6.436183
Sri Lanka,LKA,2003,4.9214683
Sri Lanka,LKA,2004,6.1568666
Sri Lanka,LKA,2005,7.5734987
Sri Lanka,LKA,2006,7.6997766
Sri Lanka,LKA,2007,7.5204253
Sri Lanka,LKA,2008,9.908487
Sri Lanka,LKA,2009,9.862085
Sri Lanka,LKA,2010,10.886102
Sri Lanka,LKA,2011,9.300209
Sri Lanka,LKA,2013,15.521659
Sri Lanka,LKA,2015,10.217141
Sri Lanka,LKA,2016,13.068543
Sri Lanka,LKA,2017,12.879638
Sri Lanka,LKA,2018,15.893823
Sri Lanka,LKA,2019,16.443674
Sri Lanka,LKA,2020,16.255987
Sudan,SDN,1983,0.3736522
Sudan,SDN,1999,0.078020886
Sudan,SDN,2000,0.22814748
Sudan,SDN,2001,0.037109535
Sudan,SDN,2002,0.07254176
Sudan,SDN,2003,0.21284911
Sudan,SDN,2004,0.13873687
Sudan,SDN,2005,0.20311041
Sudan,SDN,2006,0.098902285
Sudan,SDN,2007,0.09618107
Sudan,SDN,2008,10.603382
Sudan,SDN,2009,10.076436
Sudan,SDN,2010,7.468895
Sudan,SDN,2011,7.2342443
Sudan,SDN,2013,7.4741516
Sudan,SDN,2015,6.9948077
Sudan,SDN,2016,7.2123013
Sudan,SDN,2017,6.907602
Sudan,SDN,2018,8.309709
Sudan,SDN,2019,5.50517
Sudan,SDN,2020,3.4428067
Sweden,SWE,1980,493.9988
Sweden,SWE,1981,470.05478
Sweden,SWE,1982,490.0053
Sweden,SWE,1983,512.62036
Sweden,SWE,1984,474.12082
Sweden,SWE,1985,457.6922
Sweden,SWE,1986,438.0752
Sweden,SWE,1987,417.27896
Sweden,SWE,1988,384.9726
Sweden,SWE,1989,370.01843
Sweden,SWE,1990,363.5765
Sweden,SWE,1991,366.99298
Sweden,SWE,1992,380.89056
Sweden,SWE,1993,433.00995
Sweden,SWE,1994,453.1455
Sweden,SWE,1995,449.9631
Sweden,SWE,1996,467.93048
Sweden,SWE,1997,468.89896
Sweden,SWE,1998,449.9
Sweden,SWE,1999,468.0818
Sweden,SWE,2000,476.156
Sweden,SWE,2001,441.28485
Sweden,SWE,2002,376.2039
Sweden,SWE,2003,337.55487
Sweden,SWE,2004,307.40994
Sweden,SWE,2005,278.62048
Sweden,SWE,2006,268.65173
Sweden,SWE,2007,275.7447
Sweden,SWE,2008,276.18616
Sweden,SWE,2009,235.01805
Sweden,SWE,2010,234.07217
Sweden,SWE,2011,211.6741
Sweden,SWE,2012,239.43112
Sweden,SWE,2013,241.68471
Sweden,SWE,2014,203.53923
Sweden,SWE,2015,206.91733
Sweden,SWE,2016,204.15294
Sweden,SWE,2017,198.04755
Sweden,SWE,2018,180.86456
Sweden,SWE,2019,175.49802
Sweden,SWE,2020,170.123
Switzerland,CHE,1980,640.7542
Switzerland,CHE,1981,584.22644
Switzerland,CHE,1982,601.6317
Switzerland,CHE,1983,594.695
Switzerland,CHE,1984,526.74457
Switzerland,CHE,1985,493.21234
Switzerland,CHE,1986,491.8871
Switzerland,CHE,1987,503.93808
Switzerland,CHE,1988,490.8484
Switzerland,CHE,1989,488.5492
Switzerland,CHE,1990,445.04474
Switzerland,CHE,1991,433.97055
Switzerland,CHE,1992,446.3722
Switzerland,CHE,1993,432.3741
Switzerland,CHE,1994,433.8098
Switzerland,CHE,1995,410.6104
Switzerland,CHE,1996,354.1879
Switzerland,CHE,1997,339.7774
Switzerland,CHE,1998,284.88126
Switzerland,CHE,1999,268.2647
Switzerland,CHE,2000,290.02853
Switzerland,CHE,2001,257.32193
Switzerland,CHE,2002,251.08298
Switzerland,CHE,2003,249.77052
Switzerland,CHE,2004,236.00648
Switzerland,CHE,2005,221.17708
Switzerland,CHE,2006,232.77548
Switzerland,CHE,2007,224.34639
Switzerland,CHE,2008,208.6855
Switzerland,CHE,2009,217.72853
Switzerland,CHE,2010,207.35208
Switzerland,CHE,2011,201.87112
Switzerland,CHE,2012,185.09862
Switzerland,CHE,2013,188.54231
Switzerland,CHE,2014,180.75691
Switzerland,CHE,2015,178.34427
Switzerland,CHE,2016,174.6109
Switzerland,CHE,2017,158.19325
Switzerland,CHE,2018,150.68535
Switzerland,CHE,2019,159.6391
Switzerland,CHE,2020,160.21098
Syria,SYR,1980,0.6742363
Syria,SYR,1981,0.7605685
Syria,SYR,1982,0.42057648
Syria,SYR,1992,4.0284553
Syria,SYR,1993,6.057442
Syria,SYR,1994,4.8123097
Syria,SYR,1995,9.012502
Syria,SYR,1996,7.2065296
Syria,SYR,1997,7.6800847
Syria,SYR,1998,3.483746
Syria,SYR,1999,5.471283
Syria,SYR,2000,15.146257
Syria,SYR,2001,11.298456
Syria,SYR,2002,10.661834
Syria,SYR,2003,12.094469
Syria,SYR,2004,11.335981
Syria,SYR,2005,5.6501565
Syria,SYR,2006,6.3812227
Syria,SYR,2015,10.30972
Syria,SYR,2017,6.3213224
Syria,SYR,2018,5.3275504
Syria,SYR,2019,6.020424
Syria,SYR,2020,3.6586654
Tajikistan,TJK,1993,0.8744599
Tajikistan,TJK,1994,4.135085
Tajikistan,TJK,1995,5.9159765
Tajikistan,TJK,1996,4.9705043
Tajikistan,TJK,1997,3.7599726
Tajikistan,TJK,1998,6.0096006
Tajikistan,TJK,1999,6.1393633
Tajikistan,TJK,2000,7.1736
Tajikistan,TJK,2001,12.950916
Tajikistan,TJK,2002,5.9617004
Tajikistan,TJK,2003,4.496068
Tajikistan,TJK,2004,4.705048
Tajikistan,TJK,2005,4.3295336
Tajikistan,TJK,2006,3.6840632
Tajikistan,TJK,2009,1.4728323
Tajikistan,TJK,2010,0.91842
Tajikistan,TJK,2011,0.51382047
Tajikistan,TJK,2012,0.37705576
Tajikistan,TJK,2013,0.24580255
Tajikistan,TJK,2019,0.10710069
Tanzania,TZA,1983,0.047235046
Tanzania,TZA,2015,0.019032095
Thailand,THA,1980,0.28422907
Thailand,THA,1981,0.55642
Thailand,THA,1982,0.83856845
Thailand,THA,1983,0.9862223
Thailand,THA,1984,0.9871722
Thailand,THA,1985,1.0870655
Thailand,THA,1986,1.1640971
Thailand,THA,1987,1.2957518
Thailand,THA,1988,1.4603746
Thailand,THA,1989,0.7915468
Thailand,THA,1990,1.3217835
Thailand,THA,1991,1.4260283
Thailand,THA,1992,1.1766975
Thailand,THA,1993,1.903902
Thailand,THA,1994,2.5592897
Thailand,THA,1995,2.4400573
Thailand,THA,1996,3.3714714
Thailand,THA,1997,4.0335073
Thailand,THA,1998,7.757686
Thailand,THA,1999,11.818845
Thailand,THA,2000,8.895358
Thailand,THA,2001,8.389645
Thailand,THA,2002,9.576072
Thailand,THA,2003,12.380945
Thailand,THA,2004,12.539969
Thailand,THA,2005,13.536639
Thailand,THA,2006,15.681656
Thailand,THA,2007,14.141044
Thailand,THA,2008,13.397053
Thailand,THA,2009,15.11495
Thailand,THA,2010,17.782207
Thailand,THA,2011,13.490927
Thailand,THA,2012,14.749044
Thailand,THA,2013,22.593153
Thailand,THA,2014,14.379452
Thailand,THA,2015,14.638433
Thailand,THA,2016,15.550859
Thailand,THA,2017,13.80853
Thailand,THA,2018,12.709516
Thailand,THA,2019,12.130516
Thailand,THA,2020,12.074039
Trinidad and Tobago,TTO,1980,6.2064824
Trinidad and Tobago,TTO,1982,8.641989
Trinidad and Tobago,TTO,1992,10.112749
Trinidad and Tobago,TTO,1993,22.411491
Trinidad and Tobago,TTO,1994,9.989235
Trinidad and Tobago,TTO,1995,18.350994
Trinidad and Tobago,TTO,1996,6.852225
Trinidad and Tobago,TTO,1997,12.89658
Trinidad and Tobago,TTO,2002,1.4859172
Trinidad and Tobago,TTO,2004,2.2039702
Trinidad and Tobago,TTO,2005,0.73041856
Trinidad and Tobago,TTO,2007,1.4441882
Trinidad and Tobago,TTO,2008,0.71797407
